Customer_ID,Age,Annual_Income,Credit_Limit,Balance,Purchases,Payment_Ratio,Late_Payments,Utilization,Risk_Level
4779,38,1362305,879135,668039,405678,0.55,4,0.76,Medium Risk
4780,50,969104,940689,1085967,101800,0.98,7,1.15,High Risk
4781,68,253283,761741,354526,61775,0.48,0,0.47,Low Risk
4782,30,1826858,590411,550921,122811,0.49,7,0.93,High Risk
4783,38,649025,767867,442931,238044,0.39,1,0.58,Low Risk
4784,58,1852768,395457,351349,211051,0.58,5,0.89,Medium Risk
4785,39,370332,138924,23575,62094,0.5,6,0.17,High Risk
4786,56,1647291,529226,265202,486170,0.67,9,0.5,High Risk
4787,33,546619,228698,205417,175360,0.79,9,0.9,High Risk
4788,66,622533,658949,679101,129527,0.98,3,1.03,High Risk
4789,23,1259754,294406,164401,260839,0.6,9,0.56,High Risk
4790,30,1106071,949132,670341,215392,0.39,8,0.71,High Risk
4791,58,1366602,220466,256308,318946,0.79,0,1.16,High Risk
4792,21,1765188,102403,61488,692935,0.83,5,0.6,Medium Risk
4793,47,1888349,465354,167225,603122,0.44,2,0.36,Low Risk
4794,66,296137,361317,44337,30008,0.52,1,0.12,Low Risk
4795,28,683812,542034,603860,93858,0.45,1,1.11,High Risk
4796,66,1854106,912958,145874,714033,0.83,5,0.16,Low Risk
4797,62,1973146,114203,41399,426933,0.55,7,0.36,High Risk
4798,37,620503,192333,200456,190601,1.0,2,1.04,High Risk
4799,29,1617658,781968,886169,148539,0.7,4,1.13,High Risk
4800,26,976569,81477,67795,287701,0.85,0,0.83,Medium Risk
4801,63,562101,80393,30916,43706,0.56,4,0.38,Low Risk
4802,45,1962293,447994,176954,626228,0.72,0,0.39,Low Risk
4803,59,1388802,97961,64259,292427,0.46,9,0.66,High Risk
4804,69,1568636,50993,57496,484395,0.69,5,1.13,High Risk
4805,48,419673,933260,1065312,85852,0.35,4,1.14,High Risk
4806,53,1097644,523078,300064,112339,0.9,2,0.57,Low Risk
4807,57,1762479,649388,294347,145008,0.37,0,0.45,Low Risk
4808,29,1471590,248196,130486,296451,0.46,6,0.53,High Risk
4809,38,444945,375613,134076,29837,0.82,5,0.36,Low Risk
4810,41,736322,500783,144858,212638,0.65,2,0.29,Low Risk
4811,22,1409385,529768,451510,543290,0.97,1,0.85,Medium Risk
4812,63,1118319,130177,50226,419142,0.35,0,0.39,Low Risk
4813,58,1445144,97089,98364,365378,0.85,4,1.01,High Risk
4814,60,1475480,167369,62266,368660,0.81,5,0.37,Low Risk
4815,56,457623,262665,185220,113534,0.5,8,0.71,High Risk
4816,63,764023,723123,637212,279445,0.47,2,0.88,Medium Risk
4817,57,774650,464273,379743,51990,0.52,6,0.82,High Risk
4818,35,1300862,219228,49261,360949,0.59,3,0.22,Low Risk
4819,48,909967,246521,99186,193714,0.82,1,0.4,Low Risk
4820,38,544618,568158,67149,207560,0.71,1,0.12,Low Risk
4821,54,1742888,331093,248106,243292,0.51,8,0.75,High Risk
4822,42,418857,691276,537673,59991,0.32,3,0.78,Medium Risk
4823,31,1222026,550820,343301,389233,0.9,7,0.62,High Risk
4824,33,305212,717177,571944,61185,0.67,1,0.8,Medium Risk
4825,24,803284,831017,861276,140876,0.92,0,1.04,High Risk
4826,42,1326366,52210,19836,207927,0.37,0,0.38,Low Risk
4827,27,474101,137276,95005,48753,0.46,6,0.69,High Risk
4828,63,1181684,878497,218503,121581,0.66,7,0.25,High Risk
4829,44,994284,407125,145836,125396,0.53,8,0.36,High Risk
4830,24,1053232,849309,369737,319728,0.52,6,0.44,High Risk
4831,48,1533923,699617,617815,398568,0.85,9,0.88,High Risk
4832,35,1689470,827002,216406,614592,0.49,3,0.26,Low Risk
4833,21,372925,181219,156925,90508,0.51,2,0.87,Medium Risk
4834,23,1952298,212766,43194,603729,0.52,0,0.2,Low Risk
4835,34,1258940,545028,461994,203619,0.51,6,0.85,High Risk
4836,58,415296,332220,319347,141514,0.43,2,0.96,High Risk
4837,21,883099,383359,418692,301619,0.8,6,1.09,High Risk
4838,58,1835040,875303,886689,146227,0.54,5,1.01,High Risk
4839,58,904194,510045,409787,111479,0.5,6,0.8,High Risk
4840,41,1985038,910149,879577,723577,0.88,0,0.97,High Risk
4841,68,762592,296175,263806,110202,0.67,4,0.89,Medium Risk
4842,49,1211999,515730,320073,273911,0.71,7,0.62,High Risk
4843,25,1788921,642905,620766,667929,0.72,7,0.97,High Risk
4844,69,1591229,73961,7830,519951,0.73,8,0.11,High Risk
4845,30,1004633,335918,330785,381583,0.59,0,0.98,High Risk
4846,48,1429566,806553,900513,200319,0.72,8,1.12,High Risk
4847,41,1036156,649616,717854,291641,0.89,7,1.11,High Risk
4848,27,1695407,979969,1174410,320154,0.73,9,1.2,High Risk
4849,23,1163984,141312,57469,154020,0.55,0,0.41,Low Risk
4850,65,369160,318831,79863,84886,0.38,2,0.25,Low Risk
4851,67,1207172,633506,406586,465441,0.57,3,0.64,Medium Risk
4852,40,1816156,431504,205724,514511,0.99,6,0.48,High Risk
4853,39,1635710,708457,427198,620470,0.71,6,0.6,High Risk
4854,55,1343429,380948,190148,143718,0.99,7,0.5,High Risk
4855,24,1298478,829673,863320,305678,0.45,2,1.04,High Risk
4856,25,677947,54837,38217,162035,0.45,1,0.7,Medium Risk
4857,21,1629864,454957,442305,200680,0.53,2,0.97,High Risk
4858,24,1927674,941275,402777,258874,0.93,4,0.43,Low Risk
4859,32,940834,631091,337106,353953,0.31,6,0.53,High Risk
4860,47,1971890,975335,404782,413953,0.75,0,0.42,Low Risk
4861,62,1483092,306937,358688,548744,0.76,6,1.17,High Risk
4862,43,1892588,438918,258944,238129,0.36,7,0.59,High Risk
4863,45,1186028,203782,112224,232426,0.95,2,0.55,Low Risk
4864,41,1478806,262568,268827,428749,0.79,9,1.02,High Risk
4865,44,1808482,896087,835862,108967,0.61,9,0.93,High Risk
4866,45,1972851,647963,720781,525280,0.98,4,1.11,High Risk
4867,65,492909,371212,345143,193527,0.67,7,0.93,High Risk
4868,66,1969665,93034,44819,216510,0.53,1,0.48,Low Risk
4869,52,377208,574795,248309,146594,0.67,4,0.43,Low Risk
4870,52,1209193,506651,432185,278624,0.79,6,0.85,High Risk
4871,25,1212044,787982,191172,253292,0.98,6,0.24,High Risk
4872,56,749610,121807,24081,84368,0.61,2,0.2,Low Risk
4873,66,1433761,487663,474932,344443,0.56,7,0.97,High Risk
4874,62,1390927,796299,636636,191290,0.96,4,0.8,Medium Risk
4875,69,974788,384242,130932,50973,0.84,4,0.34,Low Risk
4876,62,353088,457183,382410,114770,0.62,8,0.84,High Risk
4877,59,1329191,348403,153443,222631,0.56,4,0.44,Low Risk
4878,36,1535445,748013,308601,517785,0.59,5,0.41,Low Risk
4879,53,535663,604212,242146,115168,0.31,0,0.4,Low Risk
4880,69,1370413,810351,532762,78186,0.63,1,0.66,Medium Risk
4881,41,746425,675742,767297,255590,0.34,4,1.14,High Risk
4882,29,998489,472676,540395,276514,0.78,8,1.14,High Risk
4883,26,1091705,446343,312897,204858,0.95,9,0.7,High Risk
4884,65,1663508,994039,1049091,423131,0.99,2,1.06,High Risk
4885,55,337606,773804,507421,129759,0.75,3,0.66,Medium Risk
4886,59,259672,259973,166712,88527,0.55,3,0.64,Medium Risk
4887,42,1092856,499949,70989,98857,0.68,6,0.14,High Risk
4888,61,1094603,909608,836483,203441,0.9,9,0.92,High Risk
4889,25,1887534,424291,339839,663643,0.79,1,0.8,Medium Risk
4890,62,1374042,955417,481398,227475,0.66,2,0.5,Low Risk
4891,43,751253,807982,211427,78790,0.48,9,0.26,High Risk
4892,37,413665,124880,148534,140418,0.72,6,1.19,High Risk
4893,32,498613,335001,334461,117021,0.4,7,1.0,High Risk
4894,43,1069712,752097,594146,365671,0.66,8,0.79,High Risk
4895,36,1128762,745152,88143,319832,0.81,3,0.12,Low Risk
4896,23,1882506,514611,543815,209396,0.41,1,1.06,High Risk
4897,50,525724,502024,386952,62767,0.79,8,0.77,High Risk
4898,42,408417,656010,179620,150767,0.4,1,0.27,Low Risk
4899,29,465211,245455,244358,140407,0.88,4,1.0,High Risk
4900,49,1865138,203589,155528,417672,0.91,9,0.76,High Risk
4901,67,1282788,842703,576325,394902,0.62,1,0.68,Medium Risk
4902,57,343289,303068,76963,131041,0.77,7,0.25,High Risk
4903,43,1925807,344687,131048,689393,0.36,5,0.38,Low Risk
4904,33,1778043,146253,125707,369889,0.31,5,0.86,Medium Risk
4905,52,662105,351053,170314,36826,0.42,1,0.49,Low Risk
4906,66,1500716,455973,219415,249295,0.78,3,0.48,Low Risk
4907,67,1009597,277909,82898,157378,0.7,6,0.3,High Risk
4908,68,1467628,420848,137366,249924,0.59,3,0.33,Low Risk
4909,43,911724,862480,725956,349096,0.81,7,0.84,High Risk
4910,65,1647711,816466,909565,226952,0.75,8,1.11,High Risk
4911,37,255012,192724,30785,40844,0.66,1,0.16,Low Risk
4912,60,805380,432938,277781,132845,0.41,8,0.64,High Risk
4913,41,1720339,478555,551187,558101,0.56,5,1.15,High Risk
4914,22,378674,749680,516359,100567,0.69,8,0.69,High Risk
4915,57,1164166,225592,127610,407905,0.54,7,0.57,High Risk
4916,26,414762,722794,303147,41727,0.58,9,0.42,High Risk
4917,64,615510,50368,46838,164892,0.84,5,0.93,High Risk
4918,38,278272,412364,447315,92894,0.77,3,1.08,High Risk
4919,50,373734,79708,94759,124242,0.76,3,1.19,High Risk
4920,42,1723906,893117,392712,304966,0.92,7,0.44,High Risk
4921,53,1590252,654282,156992,517334,0.62,8,0.24,High Risk
4922,50,1180162,521754,467492,415605,0.87,1,0.9,High Risk
4923,37,814974,962637,976040,79608,0.47,5,1.01,High Risk
4924,63,591477,636442,674738,101991,0.87,1,1.06,High Risk
4925,52,1148060,857587,655717,347509,0.35,9,0.76,High Risk
4926,62,630627,618680,715420,126321,0.81,8,1.16,High Risk
4927,34,945860,464905,103813,377432,0.74,3,0.22,Low Risk
4928,30,1502210,978063,429138,226922,0.97,4,0.44,Low Risk
4929,67,1786610,108801,46748,355537,0.45,2,0.43,Low Risk
4930,56,1741848,224713,121049,147579,0.88,5,0.54,Low Risk
4931,54,1493087,217602,201493,478048,0.51,1,0.93,High Risk
4932,29,1413076,441811,54013,476043,0.92,8,0.12,High Risk
4933,62,746287,874619,104164,292995,0.63,6,0.12,High Risk
4934,48,1349712,916833,230105,441158,0.38,7,0.25,High Risk
4935,31,1968648,454497,138317,298960,0.35,7,0.3,High Risk
4936,34,1016793,473387,562420,313769,0.45,9,1.19,High Risk
4937,59,863848,638805,245130,177786,0.57,3,0.38,Low Risk
4938,67,1811245,690186,416336,712179,0.79,4,0.6,Medium Risk
4939,39,1140858,281102,37076,371469,0.55,7,0.13,High Risk
4940,35,872074,211834,238002,157457,0.5,9,1.12,High Risk
4941,48,731065,938057,142410,239562,0.99,7,0.15,High Risk
4942,44,1653833,532287,581552,298118,0.54,0,1.09,High Risk
4943,28,1523862,464922,148926,416574,0.87,4,0.32,Low Risk
4944,63,815684,348948,383774,71100,0.41,8,1.1,High Risk
4945,29,1745497,859736,398687,359283,0.57,9,0.46,High Risk
4946,67,1173571,643814,402043,89504,0.34,2,0.62,Medium Risk
4947,53,1896618,531034,468399,437175,0.88,1,0.88,Medium Risk
4948,53,466010,271372,248978,117163,0.58,2,0.92,High Risk
4949,39,868389,984734,135334,270456,0.55,1,0.14,Low Risk
4950,23,369953,931112,113036,64946,0.99,4,0.12,Low Risk
4951,30,1882045,672864,305370,608945,0.68,3,0.45,Low Risk
4952,60,1111801,310785,205970,290563,0.41,0,0.66,Medium Risk
4953,67,299889,526084,558026,74641,0.66,6,1.06,High Risk
4954,62,1655897,415657,124301,209792,0.36,0,0.3,Low Risk
4955,21,452049,672861,343120,170372,0.81,9,0.51,High Risk
4956,49,1212102,408950,236756,135812,0.32,0,0.58,Low Risk
4957,54,1081012,309191,196794,80039,0.83,0,0.64,Medium Risk
4958,33,1837420,103814,90871,619045,0.4,0,0.88,Medium Risk
4959,21,1098444,884799,974069,191684,0.94,5,1.1,High Risk
4960,54,344290,696408,168524,116513,0.97,3,0.24,Low Risk
4961,49,480030,595982,367854,180559,0.56,8,0.62,High Risk
4962,68,628596,583786,690800,119697,0.82,3,1.18,High Risk
4963,67,398378,77298,58673,39411,0.99,2,0.76,Medium Risk
4964,33,1326083,190122,196482,113724,0.91,9,1.03,High Risk
4965,68,1676521,985668,1063242,189806,0.96,9,1.08,High Risk
4966,69,329539,326943,58242,48084,0.97,1,0.18,Low Risk
4967,49,865147,178725,112422,235971,0.9,2,0.63,Medium Risk
4968,59,851948,939629,1088137,271363,0.62,8,1.16,High Risk
4969,44,502663,151465,40014,104917,0.73,5,0.26,Low Risk
4970,46,1121162,689355,211823,394711,0.65,0,0.31,Low Risk
4971,37,1534081,625654,410843,509342,0.83,9,0.66,High Risk
4972,27,1074961,196099,48335,56710,0.67,0,0.25,Low Risk
4973,33,659217,398775,417075,164787,0.84,1,1.05,High Risk
4974,25,317131,329097,309042,60999,0.52,7,0.94,High Risk
4975,46,1667600,864912,894775,361650,0.34,0,1.03,High Risk
4976,69,869234,202779,110665,228728,0.9,4,0.55,Low Risk
4977,23,1748432,549837,446260,444707,0.9,7,0.81,High Risk
4978,27,1664739,409888,188455,604561,0.83,4,0.46,Low Risk
4979,69,240284,984232,166810,41938,0.71,3,0.17,Low Risk
4980,59,914511,545545,519531,238255,0.74,2,0.95,High Risk
4981,21,481576,747086,873227,183145,0.51,6,1.17,High Risk
4982,69,1580298,258297,107076,277631,0.63,2,0.41,Low Risk
4983,37,1858923,243051,101205,417190,0.91,4,0.42,Low Risk
4984,63,1121706,994338,325343,84104,0.92,4,0.33,Low Risk
4985,45,1942828,85081,48432,715694,0.71,8,0.57,High Risk
4986,23,245205,737370,378482,81276,0.55,6,0.51,High Risk
4987,35,732061,915225,982370,50949,0.97,5,1.07,High Risk
4988,49,1519021,306253,296851,454381,0.46,3,0.97,High Risk
4989,63,852305,145419,155397,313185,0.81,0,1.07,High Risk
4990,52,1412277,705389,783987,449925,0.91,6,1.11,High Risk
4991,46,1302547,462976,392217,327994,0.97,1,0.85,Medium Risk
4992,36,776230,407318,328978,287662,0.32,4,0.81,Medium Risk
4993,45,360071,282900,173348,108571,0.73,4,0.61,Medium Risk
4994,48,1740957,836107,159874,149822,0.47,6,0.19,High Risk
4995,29,721509,559723,330743,92414,0.38,2,0.59,Low Risk
4996,21,688860,734819,366555,71100,0.42,2,0.5,Low Risk
4997,49,536332,322351,166420,85132,0.33,0,0.52,Low Risk
4998,42,414096,69130,45043,58404,0.58,2,0.65,Medium Risk
4999,36,1593383,903899,614676,227654,0.57,4,0.68,Medium Risk
5000,61,1267370,934356,315441,215628,0.57,1,0.34,Low Risk
5001,64,818192,570221,229399,47354,0.76,3,0.4,Low Risk
5002,61,1032968,275440,89108,151481,0.4,2,0.32,Low Risk
5003,27,1188033,61913,56342,130543,0.66,0,0.91,High Risk
5004,34,1060602,649462,753910,74802,0.5,4,1.16,High Risk
5005,49,1774697,203946,75300,354532,0.56,1,0.37,Low Risk
5006,39,495797,860561,903614,162832,0.73,4,1.05,High Risk
5007,39,1919255,890925,804741,428808,0.78,4,0.9,High Risk
5008,22,465748,919563,401683,137986,0.67,3,0.44,Low Risk
5009,61,1909293,631032,427470,173114,0.92,6,0.68,High Risk
5010,65,609473,397684,306604,124956,0.55,8,0.77,High Risk
5011,35,228932,813390,771561,28262,0.87,8,0.95,High Risk
5012,23,655952,839709,586783,57578,0.35,2,0.7,Medium Risk
5013,31,786007,815298,669615,103417,0.98,8,0.82,High Risk
5014,66,1838279,347433,157238,599238,0.62,4,0.45,Low Risk
5015,50,1312989,182977,43115,329767,0.88,5,0.24,Low Risk
5016,60,285141,942295,156514,37122,0.58,3,0.17,Low Risk
5017,38,830935,291118,122564,107106,0.53,1,0.42,Low Risk
5018,68,845913,439628,366893,113929,0.38,0,0.83,Medium Risk
5019,22,988028,848776,168073,323052,0.79,2,0.2,Low Risk
5020,52,1700807,845714,771933,461317,0.48,2,0.91,High Risk
5021,28,575819,254827,139637,80827,0.49,4,0.55,Low Risk
5022,42,1279309,744925,458074,234162,0.31,5,0.61,Medium Risk
5023,26,308030,262618,87800,53033,0.49,5,0.33,Low Risk
5024,32,209757,973879,844368,31508,0.85,6,0.87,High Risk
5025,67,1126646,533253,622589,362222,0.42,8,1.17,High Risk
5026,60,1718434,260891,141192,347576,0.52,6,0.54,High Risk
5027,56,808700,626618,142313,111869,0.55,9,0.23,High Risk
5028,35,1345630,344024,40889,356181,0.9,9,0.12,High Risk
5029,48,389147,841929,886374,99849,0.38,5,1.05,High Risk
5030,69,925229,528883,463219,241281,0.34,1,0.88,Medium Risk
5031,65,1150810,243170,250715,287452,0.36,3,1.03,High Risk
5032,38,1895715,467158,248499,708014,0.55,1,0.53,Low Risk
5033,22,380992,189024,150581,75532,0.38,3,0.8,Medium Risk
5034,33,1218664,822990,433417,442740,0.82,6,0.53,High Risk
5035,65,359373,139903,64567,124029,0.48,0,0.46,Low Risk
5036,35,1959993,255490,191453,746003,0.6,4,0.75,Medium Risk
5037,40,1168777,63910,21749,332350,0.59,4,0.34,Low Risk
5038,49,1549041,891803,804299,509197,0.37,8,0.9,High Risk
5039,62,805481,290070,231208,47407,0.89,5,0.8,Medium Risk
5040,49,275462,748712,409638,94989,0.96,4,0.55,Low Risk
5041,23,1932903,742813,307378,326477,0.67,2,0.41,Low Risk
5042,39,527693,590217,292585,190474,0.38,3,0.5,Low Risk
5043,23,925603,559662,247695,174472,0.98,4,0.44,Low Risk
5044,34,981914,897832,446632,295084,0.3,4,0.5,Low Risk
5045,60,1220298,257562,30268,475842,0.96,9,0.12,High Risk
5046,24,1601022,859418,407693,489962,0.69,8,0.47,High Risk
5047,31,861353,601814,418199,173332,0.66,7,0.69,High Risk
5048,51,383088,81293,51267,99781,0.9,1,0.63,Medium Risk
5049,63,1739492,879378,224512,259889,0.98,5,0.26,Low Risk
5050,52,1738153,797662,910649,566539,0.63,1,1.14,High Risk
5051,47,1411785,482706,146197,337195,0.76,8,0.3,High Risk
5052,50,1580358,412109,303198,180898,0.49,5,0.74,Medium Risk
5053,63,463248,710276,361157,112162,1.0,0,0.51,Low Risk
5054,22,763187,628472,528329,178857,0.78,4,0.84,Medium Risk
5055,69,829220,57312,33201,84293,0.62,4,0.58,Low Risk
5056,29,1405604,548032,79526,145994,0.62,2,0.15,Low Risk
5057,48,787062,852219,679377,189876,0.93,2,0.8,Medium Risk
5058,51,575289,450326,503574,203746,0.89,4,1.12,High Risk
5059,54,1754950,339482,358656,488552,0.41,9,1.06,High Risk
5060,35,830423,291916,134609,269989,0.53,9,0.46,High Risk
5061,68,544865,96015,43940,140945,0.5,6,0.46,High Risk
5062,45,1362877,634301,473434,121422,0.53,6,0.75,High Risk
5063,56,1302272,995299,314853,157853,0.48,2,0.32,Low Risk
5064,28,730716,88014,69571,246586,0.31,2,0.79,Medium Risk
5065,29,543321,726736,713140,88717,0.97,1,0.98,High Risk
5066,57,1914249,926895,300198,618153,0.99,6,0.32,High Risk
5067,68,701696,262965,303388,138863,0.69,6,1.15,High Risk
5068,65,728428,515016,336590,159648,0.55,0,0.65,Medium Risk
5069,59,1725264,836805,284064,267769,0.47,4,0.34,Low Risk
5070,52,1775656,482468,83759,283711,0.66,1,0.17,Low Risk
5071,37,811784,318318,132152,86144,0.93,3,0.42,Low Risk
5072,55,1447206,568928,353185,377662,0.98,1,0.62,Medium Risk
5073,57,1700566,112808,70664,433287,0.88,1,0.63,Medium Risk
5074,39,1672833,582008,189090,362651,0.44,7,0.32,High Risk
5075,64,1511323,756528,290556,538810,0.48,7,0.38,High Risk
5076,49,1976500,481475,407393,107965,0.59,3,0.85,Medium Risk
5077,27,1780014,488683,465374,327086,0.67,3,0.95,High Risk
5078,48,1886057,941440,205750,486360,0.44,1,0.22,Low Risk
5079,29,1304624,768051,639411,99157,0.33,1,0.83,Medium Risk
5080,48,421510,210566,233298,24289,0.63,7,1.11,High Risk
5081,26,965694,861911,119576,290858,0.76,1,0.14,Low Risk
5082,49,1008778,796527,616823,137884,0.99,0,0.77,Medium Risk
5083,37,1330054,757250,561067,340327,0.72,2,0.74,Medium Risk
5084,36,1436778,124073,44585,388672,0.48,4,0.36,Low Risk
5085,43,792599,292884,295003,166935,0.81,3,1.01,High Risk
5086,51,951414,878138,94141,333753,0.37,6,0.11,High Risk
5087,23,596855,504949,566580,80925,0.78,2,1.12,High Risk
5088,41,1339278,721308,546691,236295,0.61,8,0.76,High Risk
5089,46,381662,709218,453962,52963,0.98,8,0.64,High Risk
5090,56,326450,679509,621172,33524,0.81,7,0.91,High Risk
5091,62,1560311,641993,729571,589575,0.62,5,1.14,High Risk
5092,57,797624,797131,800354,80918,0.78,4,1.0,High Risk
5093,42,1107977,472262,342179,371573,0.39,7,0.72,High Risk
5094,62,796399,516476,123261,246532,0.96,2,0.24,Low Risk
5095,32,1292531,956181,496010,373078,0.77,8,0.52,High Risk
5096,62,294535,938847,995536,15955,0.42,5,1.06,High Risk
5097,33,1638976,959749,994620,104103,0.54,6,1.04,High Risk
5098,31,1700801,898081,504449,483824,0.68,7,0.56,High Risk
5099,36,1988764,248815,154372,648357,0.43,3,0.62,Medium Risk
5100,28,1532297,194668,165997,545557,0.94,9,0.85,High Risk
5101,60,578089,869178,506948,146096,0.53,3,0.58,Low Risk
5102,60,349000,896899,177977,56193,0.9,2,0.2,Low Risk
5103,65,1409886,530336,478623,328315,0.79,8,0.9,High Risk
5104,22,1293215,443065,361089,419283,0.82,0,0.81,Medium Risk
5105,50,1018433,687807,219090,249618,0.41,2,0.32,Low Risk
5106,50,1266775,609484,599164,252741,0.95,8,0.98,High Risk
5107,32,1087012,326292,325707,111916,0.32,7,1.0,High Risk
5108,30,1964596,929967,345725,760412,0.37,9,0.37,High Risk
5109,64,529130,884844,226104,31459,0.46,6,0.26,High Risk
5110,31,985863,389433,123018,58467,0.84,5,0.32,Low Risk
5111,35,1996095,365778,235021,301246,0.96,0,0.64,Medium Risk
5112,36,688167,870658,392893,185237,0.74,7,0.45,High Risk
5113,37,1219352,469395,394631,248443,0.65,2,0.84,Medium Risk
5114,46,1231145,132987,89550,450503,0.75,5,0.67,Medium Risk
5115,22,565354,691816,579941,93312,0.32,1,0.84,Medium Risk
5116,32,1235826,921930,316118,149883,0.31,6,0.34,High Risk
5117,46,1057816,820709,615766,151683,0.75,4,0.75,Medium Risk
5118,43,1404397,501753,537633,559370,0.93,0,1.07,High Risk
5119,38,1192330,689050,511303,299769,0.62,7,0.74,High Risk
5120,52,676258,982871,843022,147802,0.7,6,0.86,High Risk
5121,69,1718080,901418,1032367,219953,0.39,7,1.15,High Risk
5122,58,1378747,239611,257609,155737,0.3,0,1.08,High Risk
5123,67,1733946,927549,322277,96121,0.62,7,0.35,High Risk
5124,23,928180,690436,688992,287325,0.42,1,1.0,High Risk
5125,58,985750,339404,399828,264594,0.43,5,1.18,High Risk
5126,23,1555458,717074,693861,360182,0.88,1,0.97,High Risk
5127,50,287272,413290,99832,59378,0.9,1,0.24,Low Risk
5128,21,611776,823770,644383,189160,0.88,1,0.78,Medium Risk
5129,50,931509,427478,349701,274922,0.74,2,0.82,Medium Risk
5130,65,1067902,245451,64347,219277,0.87,3,0.26,Low Risk
5131,52,1932843,73386,52146,338880,0.7,9,0.71,High Risk
5132,48,1590411,267582,298483,99875,0.36,3,1.12,High Risk
5133,41,1712165,481562,204645,163943,0.48,2,0.42,Low Risk
5134,66,1025533,928776,917792,303908,0.76,1,0.99,High Risk
5135,33,1080316,878120,709372,249487,0.67,6,0.81,High Risk
5136,47,648679,167926,141392,86004,0.38,2,0.84,Medium Risk
5137,56,379806,118914,51070,75137,0.99,6,0.43,High Risk
5138,27,1569756,342815,319756,536701,0.77,9,0.93,High Risk
5139,42,1789538,744548,595909,116822,0.73,5,0.8,Medium Risk
5140,30,375963,331689,224388,136105,0.99,3,0.68,Medium Risk
5141,59,316106,981832,627971,35345,0.32,0,0.64,Medium Risk
5142,35,402201,782378,342367,153195,0.7,8,0.44,High Risk
5143,35,1689034,825608,266137,511935,0.57,7,0.32,High Risk
5144,24,582142,54786,51707,61565,0.36,6,0.94,High Risk
5145,52,1234180,308668,98600,101141,0.96,8,0.32,High Risk
5146,43,405367,332384,94435,63938,0.55,9,0.28,High Risk
5147,26,1336134,989934,1025872,379164,0.7,1,1.04,High Risk
5148,44,942450,625885,117635,64097,0.46,8,0.19,High Risk
5149,40,678174,196902,52907,254412,0.68,9,0.27,High Risk
5150,57,363366,871121,174370,69210,0.89,4,0.2,Low Risk
5151,40,980585,381737,440526,147040,0.37,5,1.15,High Risk
5152,32,1571207,98537,21216,526198,0.66,1,0.22,Low Risk
5153,53,1218111,167653,17869,433147,0.57,3,0.11,Low Risk
5154,48,937588,999865,773551,278888,0.96,4,0.77,Medium Risk
5155,28,382362,511083,452227,87512,0.53,8,0.88,High Risk
5156,21,218580,350933,103680,13251,0.69,7,0.3,High Risk
5157,57,593677,160575,77667,205648,0.85,2,0.48,Low Risk
5158,42,1490874,506934,223446,160180,0.92,4,0.44,Low Risk
5159,26,314048,809442,725460,79621,0.36,1,0.9,High Risk
5160,41,1371223,241287,128730,240734,0.82,1,0.53,Low Risk
5161,52,597948,73572,50135,139964,0.84,3,0.68,Medium Risk
5162,55,1068997,560889,535123,324789,0.81,1,0.95,High Risk
5163,35,786245,343139,220497,264933,0.45,6,0.64,High Risk
5164,25,615614,873774,784794,156940,0.41,6,0.9,High Risk
5165,66,1716916,533674,385986,286072,0.52,5,0.72,Medium Risk
5166,68,383492,93982,83078,109885,0.98,5,0.88,Medium Risk
5167,26,900605,97998,19577,112695,0.48,8,0.2,High Risk
5168,45,687202,697339,820099,248637,0.76,1,1.18,High Risk
5169,66,1961003,590536,115545,119790,0.84,0,0.2,Low Risk
5170,60,769422,996718,797093,253903,0.73,9,0.8,High Risk
5171,49,799586,671576,84246,70451,0.65,4,0.13,Low Risk
5172,27,249967,433793,290133,92833,0.96,4,0.67,Medium Risk
5173,60,1201329,817824,168163,222222,0.91,2,0.21,Low Risk
5174,33,470184,116514,23185,100244,0.49,8,0.2,High Risk
5175,58,1457543,770051,318347,296905,0.98,5,0.41,Low Risk
5176,38,849258,258580,94586,212116,0.58,6,0.37,High Risk
5177,22,761954,777756,194828,204237,0.85,0,0.25,Low Risk
5178,28,1644996,807620,595313,635697,0.51,2,0.74,Medium Risk
5179,31,1752158,210282,225830,144141,0.94,7,1.07,High Risk
5180,53,1282473,569681,631873,394058,0.94,4,1.11,High Risk
5181,58,427684,135760,56943,43177,0.34,0,0.42,Low Risk
5182,68,505159,834766,877364,116901,0.38,0,1.05,High Risk
5183,47,742469,719447,837627,157136,0.73,5,1.16,High Risk
5184,40,743156,284889,126314,290788,0.96,2,0.44,Low Risk
5185,32,1861007,65323,73874,143880,0.42,4,1.13,High Risk
5186,63,224107,690580,392685,31959,0.35,8,0.57,High Risk
5187,51,741360,278349,169918,40596,0.67,7,0.61,High Risk
5188,47,424647,250385,157350,153136,0.89,7,0.63,High Risk
5189,52,1503103,465989,421369,257233,0.48,3,0.9,High Risk
5190,30,508099,172280,66619,27201,0.54,8,0.39,High Risk
5191,23,1926751,139391,50792,583747,0.72,5,0.36,Low Risk
5192,65,380020,740291,586661,29531,0.89,0,0.79,Medium Risk
5193,47,1900976,313284,223484,464239,0.46,4,0.71,Medium Risk
5194,55,752766,419488,74731,207462,0.94,8,0.18,High Risk
5195,51,1074353,284927,311358,188484,0.92,6,1.09,High Risk
5196,35,1441807,596940,250553,341470,0.84,7,0.42,High Risk
5197,36,1894651,287600,266336,683316,0.92,2,0.93,High Risk
5198,33,359969,791848,583006,35894,0.51,3,0.74,Medium Risk
